Squeezing [dB],Operators,Bipartition ID,Bipartition 1,Bipartition 2
3.979400086720376,"('n_x_0', 'n_p_0-n_p_1-n_p_2+n_p_5')",797,"[2, 3, 4, 5, 9, 10]","[1, 6, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_6+n_p_10')",800,"[1, 6, 9, 10]","[2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_6+n_p_10')",801,"[2, 6, 9, 10]","[1, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",802,"[1, 2, 6, 9, 10]","[3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_0-n_p_5+n_p_6')",799,"[6, 9, 10]","[1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_10+n_p_19')",804,"[1, 3, 6, 9, 10]","[2, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_8+n_p_10')",805,"[2, 3, 6, 9, 10]","[1, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",806,"[1, 2, 3, 6, 9, 10]","[4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_5-n_p_7+n_p_20')",803,"[3, 6, 9, 10]","[1, 2, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5-n_p_8+n_p_10')",808,"[1, 4, 6, 9, 10]","[2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5+n_p_10-n_p_19')",809,"[2, 4, 6, 9, 10]","[1, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",810,"[1, 2, 4, 6, 9, 10]","[3, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0+n_x_2', 'n_p_5-n_p_7+n_p_20')",807,"[4, 6, 9, 10]","[1, 2, 3, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_1-n_p_5+n_p_10-n_p_11')",811,"[3, 4, 6, 9, 10]","[1, 2, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0-n_p_1-n_p_2+n_p_5')",812,"[1, 3, 4, 6, 9, 10]","[2, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_1')",814,"[1, 2, 3, 4, 6, 9, 10]","[5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",815,"[5, 6, 9, 10]","[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_5-n_p_6')",816,"[1, 5, 6, 9, 10]","[2, 3, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_5-n_p_6')",817,"[2, 5, 6, 9, 10]","[1, 3, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_6')",818,"[1, 2, 5, 6, 9, 10]","[3, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0-n_p_1-n_p_2+n_p_5')",813,"[2, 3, 4, 6, 9, 10]","[1, 5, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",819,"[3, 5, 6, 9, 10]","[1, 2, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",820,"[1, 3, 5, 6, 9, 10]","[2, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",822,"[1, 2, 3, 5, 6, 9, 10]","[4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",823,"[4, 5, 6, 9, 10]","[1, 2, 3, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",821,"[2, 3, 5, 6, 9, 10]","[1, 4, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",824,"[1, 4, 5, 6, 9, 10]","[2, 3, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",826,"[1, 2, 4, 5, 6, 9, 10]","[3, 7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",825,"[2, 4, 5, 6, 9, 10]","[1, 3, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_1')",828,"[1, 3, 4, 5, 6, 9, 10]","[2, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_1')",829,"[2, 3, 4, 5, 6, 9, 10]","[1, 7, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",830,"[1, 2, 3, 4, 5, 6, 9, 10]","[7, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_0-n_p_5')",831,"[7, 9, 10]","[1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",832,"[1, 7, 9, 10]","[2, 3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",833,"[2, 7, 9, 10]","[1, 3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",834,"[1, 2, 7, 9, 10]","[3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0-n_p_1+n_p_5-n_p_10')",827,"[3, 4, 5, 6, 9, 10]","[1, 2, 7, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",836,"[1, 3, 7, 9, 10]","[2, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",837,"[2, 3, 7, 9, 10]","[1, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",838,"[1, 2, 3, 7, 9, 10]","[4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5-n_p_6+n_p_10')",835,"[3, 7, 9, 10]","[1, 2, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",840,"[1, 4, 7, 9, 10]","[2, 3, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",841,"[2, 4, 7, 9, 10]","[1, 3, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",842,"[1, 2, 4, 7, 9, 10]","[3, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_6')",843,"[3, 4, 7, 9, 10]","[1, 2, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",844,"[1, 3, 4, 7, 9, 10]","[2, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",845,"[2, 3, 4, 7, 9, 10]","[1, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",846,"[1, 2, 3, 4, 7, 9, 10]","[5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",847,"[5, 7, 9, 10]","[1, 2, 3, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5-n_p_6+n_p_10')",839,"[4, 7, 9, 10]","[1, 2, 3, 5, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",848,"[1, 5, 7, 9, 10]","[2, 3, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",850,"[1, 2, 5, 7, 9, 10]","[3, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",849,"[2, 5, 7, 9, 10]","[1, 3, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",851,"[3, 5, 7, 9, 10]","[1, 2, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",852,"[1, 3, 5, 7, 9, 10]","[2, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",854,"[1, 2, 3, 5, 7, 9, 10]","[4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",853,"[2, 3, 5, 7, 9, 10]","[1, 4, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",855,"[4, 5, 7, 9, 10]","[1, 2, 3, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",856,"[1, 4, 5, 7, 9, 10]","[2, 3, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",858,"[1, 2, 4, 5, 7, 9, 10]","[3, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",857,"[2, 4, 5, 7, 9, 10]","[1, 3, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",860,"[1, 3, 4, 5, 7, 9, 10]","[2, 6, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",861,"[2, 3, 4, 5, 7, 9, 10]","[1, 6, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",862,"[1, 2, 3, 4, 5, 7, 9, 10]","[6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_20')",859,"[3, 4, 5, 7, 9, 10]","[1, 2, 6, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",863,"[6, 7, 9, 10]","[1, 2, 3, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",864,"[1, 6, 7, 9, 10]","[2, 3, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",866,"[1, 2, 6, 7, 9, 10]","[3, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",865,"[2, 6, 7, 9, 10]","[1, 3, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",868,"[1, 3, 6, 7, 9, 10]","[2, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",867,"[3, 6, 7, 9, 10]","[1, 2, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",870,"[1, 2, 3, 6, 7, 9, 10]","[4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",869,"[2, 3, 6, 7, 9, 10]","[1, 4, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",871,"[4, 6, 7, 9, 10]","[1, 2, 3, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",872,"[1, 4, 6, 7, 9, 10]","[2, 3, 5, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",874,"[1, 2, 4, 6, 7, 9, 10]","[3, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",873,"[2, 4, 6, 7, 9, 10]","[1, 3, 5, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",876,"[1, 3, 4, 6, 7, 9, 10]","[2, 5, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",877,"[2, 3, 4, 6, 7, 9, 10]","[1, 5, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",878,"[1, 2, 3, 4, 6, 7, 9, 10]","[5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_7')",875,"[3, 4, 6, 7, 9, 10]","[1, 2, 5, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",879,"[5, 6, 7, 9, 10]","[1, 2, 3, 4, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",880,"[1, 5, 6, 7, 9, 10]","[2, 3, 4, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",882,"[1, 2, 5, 6, 7, 9, 10]","[3, 4, 8, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",881,"[2, 5, 6, 7, 9, 10]","[1, 3, 4, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",884,"[1, 3, 5, 6, 7, 9, 10]","[2, 4, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",885,"[2, 3, 5, 6, 7, 9, 10]","[1, 4, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",886,"[1, 2, 3, 5, 6, 7, 9, 10]","[4, 8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0+n_p_5-n_p_10+n_p_12')",883,"[3, 5, 6, 7, 9, 10]","[1, 2, 4, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",888,"[1, 4, 5, 6, 7, 9, 10]","[2, 3, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",889,"[2, 4, 5, 6, 7, 9, 10]","[1, 3, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",890,"[1, 2, 4, 5, 6, 7, 9, 10]","[3, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",891,"[3, 4, 5, 6, 7, 9, 10]","[1, 2, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",892,"[1, 3, 4, 5, 6, 7, 9, 10]","[2, 8, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",893,"[2, 3, 4, 5, 6, 7, 9, 10]","[1, 8, 11, 12, 13, 14, 15, 16]"
2.041199826559248,"('n_x_0', 'n_p_0')",894,"[1, 2, 3, 4, 5, 6, 7, 9, 10]","[8, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0+n_p_5-n_p_10+n_p_12')",887,"[4, 5, 6, 7, 9, 10]","[1, 2, 3, 8, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",896,"[1, 8, 9, 10]","[2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",897,"[2, 8, 9, 10]","[1, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",898,"[1, 2, 8, 9, 10]","[3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_0-n_p_5')",895,"[8, 9, 10]","[1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",900,"[1, 3, 8, 9, 10]","[2, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",901,"[2, 3, 8, 9, 10]","[1, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",902,"[1, 2, 3, 8, 9, 10]","[4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5-n_p_6+n_p_10')",899,"[3, 8, 9, 10]","[1, 2, 4, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",904,"[1, 4, 8, 9, 10]","[2, 3, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_5')",905,"[2, 4, 8, 9, 10]","[1, 3, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",906,"[1, 2, 4, 8, 9, 10]","[3, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_2-n_p_6')",907,"[3, 4, 8, 9, 10]","[1, 2, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",908,"[1, 3, 4, 8, 9, 10]","[2, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",909,"[2, 3, 4, 8, 9, 10]","[1, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_2')",910,"[1, 2, 3, 4, 8, 9, 10]","[5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_2-n_p_5-n_p_6+n_p_10')",903,"[4, 8, 9, 10]","[1, 2, 3, 5, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",911,"[5, 8, 9, 10]","[1, 2, 3, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",912,"[1, 5, 8, 9, 10]","[2, 3, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",914,"[1, 2, 5, 8, 9, 10]","[3, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",913,"[2, 5, 8, 9, 10]","[1, 3, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",915,"[3, 5, 8, 9, 10]","[1, 2, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",916,"[1, 3, 5, 8, 9, 10]","[2, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",918,"[1, 2, 3, 5, 8, 9, 10]","[4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",917,"[2, 3, 5, 8, 9, 10]","[1, 4, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",919,"[4, 5, 8, 9, 10]","[1, 2, 3, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",920,"[1, 4, 5, 8, 9, 10]","[2, 3, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",922,"[1, 2, 4, 5, 8, 9, 10]","[3, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",921,"[2, 4, 5, 8, 9, 10]","[1, 3, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",924,"[1, 3, 4, 5, 8, 9, 10]","[2, 6, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",925,"[2, 3, 4, 5, 8, 9, 10]","[1, 6, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",926,"[1, 2, 3, 4, 5, 8, 9, 10]","[6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_7')",923,"[3, 4, 5, 8, 9, 10]","[1, 2, 6, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",927,"[6, 8, 9, 10]","[1, 2, 3, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",928,"[1, 6, 8, 9, 10]","[2, 3, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",930,"[1, 2, 6, 8, 9, 10]","[3, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",929,"[2, 6, 8, 9, 10]","[1, 3, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",931,"[3, 6, 8, 9, 10]","[1, 2, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",932,"[1, 3, 6, 8, 9, 10]","[2, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",934,"[1, 2, 3, 6, 8, 9, 10]","[4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",933,"[2, 3, 6, 8, 9, 10]","[1, 4, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",935,"[4, 6, 8, 9, 10]","[1, 2, 3, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",936,"[1, 4, 6, 8, 9, 10]","[2, 3, 5, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0-n_p_2')",938,"[1, 2, 4, 6, 8, 9, 10]","[3, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",937,"[2, 4, 6, 8, 9, 10]","[1, 3, 5, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",940,"[1, 3, 4, 6, 8, 9, 10]","[2, 5, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",941,"[2, 3, 4, 6, 8, 9, 10]","[1, 5, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",942,"[1, 2, 3, 4, 6, 8, 9, 10]","[5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5+n_p_20')",939,"[3, 4, 6, 8, 9, 10]","[1, 2, 5, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",943,"[5, 6, 8, 9, 10]","[1, 2, 3, 4, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",944,"[1, 5, 6, 8, 9, 10]","[2, 3, 4, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0-n_p_2')",946,"[1, 2, 5, 6, 8, 9, 10]","[3, 4, 7, 11, 12, 13, 14, 15, 16]"
3.59021942641668,"('n_x_0+n_x_2', 'n_p_5-n_p_6')",945,"[2, 5, 6, 8, 9, 10]","[1, 3, 4, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",948,"[1, 3, 5, 6, 8, 9, 10]","[2, 4, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",949,"[2, 3, 5, 6, 8, 9, 10]","[1, 4, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",950,"[1, 2, 3, 5, 6, 8, 9, 10]","[4, 7, 11, 12, 13, 14, 15, 16]"
3.979400086720376,"('n_x_0', 'n_p_0+n_p_5-n_p_10+n_p_12')",947,"[3, 5, 6, 8, 9, 10]","[1, 2, 4, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",952,"[1, 4, 5, 6, 8, 9, 10]","[2, 3, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",953,"[2, 4, 5, 6, 8, 9, 10]","[1, 3, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",954,"[1, 2, 4, 5, 6, 8, 9, 10]","[3, 7, 11, 12, 13, 14, 15, 16]"
3.80211241711606,"('n_x_0', 'n_p_0+n_p_5')",955,"[3, 4, 5, 6, 8, 9, 10]","[1, 2, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",956,"[1, 3, 4, 5, 6, 8, 9, 10]","[2, 7, 11, 12, 13, 14, 15, 16]"
3.010299956639812,"('n_x_0', 'n_p_0')",957,"[2, 3, 4, 5, 6, 8, 9, 10]","[1, 7, 11, 12, 13, 14, 15, 16]"
